"Year","UNITID","Total","Undergraduate","Graduate","First-Time Students"
2021,457271,68,NA,68,NA
2021,457299,291,286,5,15
2021,457314,109,109,NA,23
2021,457323,388,388,NA,34
2021,457332,49,49,NA,10
2021,457341,185,185,NA,35
2021,457350,66,66,NA,NA
2021,457378,250,250,NA,34
2021,457387,373,373,NA,44
2021,457396,136,136,NA,11
2021,457402,128,120,8,28
2021,457411,229,229,NA,30
2021,457420,190,190,NA,3
2021,457439,71,71,NA,9
2021,457448,81,81,NA,14
2021,457466,43,43,NA,15
2021,457475,99,99,NA,25
2021,457484,135,111,24,3
2021,457493,90,90,NA,17
2021,457527,249,249,NA,NA
2021,457536,649,649,NA,38
2021,457545,107,107,NA,9
2021,457554,36,36,NA,14
2021,457563,244,244,NA,40
2021,457572,124,124,NA,16
2021,457581,195,195,NA,23
2021,457606,107,107,NA,86
2021,457615,44,44,NA,NA
2021,457624,37,37,NA,11
2021,457633,266,266,NA,34
2021,457642,82,82,NA,13
2021,457679,18,18,NA,4
2021,457688,48,42,6,3
2021,457697,154,107,47,1
2021,457721,14,14,NA,9
2021,457749,89,89,NA,23
2021,457767,125,125,NA,60
2021,457776,170,170,NA,28
2021,457785,52,52,NA,35
2021,457794,78,78,NA,75
2021,457800,98,98,NA,89
2021,457819,688,688,NA,NA
2021,457837,165,165,NA,17
2021,457855,47,47,NA,5
2021,457873,99,99,NA,NA
2021,457916,80,80,NA,28
2021,457925,12,12,NA,NA
2021,457943,62,62,NA,26
2021,457952,197,197,NA,20
2021,457989,48,48,NA,28
2021,457998,72,72,NA,6
2021,458007,50,50,NA,23
2021,458034,100,100,NA,18
2021,458043,110,110,NA,20
2021,458061,67,67,NA,12
2021,458070,291,291,NA,35
2021,458098,120,120,NA,12
2021,458104,198,198,NA,1
2021,458113,68,68,NA,NA
2021,458122,10,10,NA,2
2021,458131,114,114,NA,102
2021,458140,52,52,NA,10
2021,458168,67,67,NA,15
2021,458210,4302,2971,1331,6
2021,458229,2500,2500,NA,9
2021,458274,205,205,NA,12
2021,458405,259,259,NA,59
2021,458423,83,83,NA,7
2021,458441,335,335,NA,56
2021,458496,122,122,NA,2
2021,458681,308,308,NA,18
2021,458803,154,154,NA,43
2021,458812,93,93,NA,32
2021,458821,59,59,NA,24
2021,458830,142,142,NA,46
2021,458858,139,139,NA,23
2021,458867,170,170,NA,57
2021,458885,402,355,47,1
2021,458919,5235,4593,642,5
2021,458955,442,406,36,1
2021,458964,1936,1693,243,1
2021,458973,2504,2269,235,3
2021,458982,249,249,NA,10
2021,459019,64,64,NA,32
2021,459046,51,51,NA,14
2021,459055,64,64,NA,21
2021,459064,70,70,NA,18
2021,459116,94,94,NA,13
2021,459125,6,6,NA,5
2021,459170,347,347,NA,18
2021,459189,175,175,NA,NA
2021,459198,270,270,NA,10
2021,459204,4188,4188,NA,316
2021,459213,2708,2708,NA,137
2021,459231,228,228,NA,41
2021,459259,462,342,120,8
2021,459268,314,254,60,6
2021,459277,356,356,NA,140
2021,459286,222,222,NA,12
2021,459295,74,74,NA,23
2021,459301,112,112,NA,8
2021,459310,77,77,NA,8
2021,459329,242,242,NA,146
2021,459347,86,86,NA,11
2021,459374,123,123,NA,18
2021,459392,165,165,NA,15
2021,459408,46,46,NA,11
2021,459417,74,74,NA,14
2021,459426,177,177,NA,111
2021,459462,337,337,NA,76
2021,459499,29,29,NA,11
2021,459514,79,79,NA,29
2021,459523,19,19,NA,19
2021,459532,75,75,NA,2
2021,459541,34,34,NA,4
2021,459550,130,130,NA,12
2021,459578,125,125,NA,9
2021,459727,2251,447,1804,29
2021,459736,1248,NA,1248,NA
2021,459745,699,NA,699,NA
2021,459824,1696,55,1641,NA
2021,459842,652,644,8,30
2021,459851,351,348,3,23
2021,459949,6893,6404,489,936
2021,459958,300,300,NA,49
2021,459967,615,615,NA,521
2021,459985,509,509,NA,383
2021,459994,10426,7418,3008,6
2021,460011,161,161,NA,12
2021,460020,438,438,NA,49
2021,460093,45,45,NA,20
2021,460109,121,121,NA,63
2021,460118,102,102,NA,53
2021,460127,80,80,NA,29
2021,460136,922,922,NA,250
2021,460145,373,373,NA,87
2021,460172,642,642,NA,120
2021,460181,650,650,NA,192
2021,460190,318,318,NA,61
2021,460206,488,488,NA,144
2021,460349,2349,1571,778,13
2021,460376,17,8,9,NA
2021,460385,41,41,NA,24
2021,460394,7694,7694,NA,434
2021,460464,8756,8756,NA,472
2021,460482,184,184,NA,56
2021,460516,130,130,NA,127
2021,460525,113,113,NA,104
2021,460534,393,393,NA,354
2021,460543,1839,1839,NA,847
2021,460677,377,377,NA,51
2021,460701,214,214,NA,28
2021,460738,2513,953,1560,NA
2021,460756,354,354,NA,221
2021,460765,41,41,NA,40
2021,460808,25,25,NA,22
2021,460817,175,175,NA,44
2021,460826,505,505,NA,99
2021,460835,310,310,NA,71
2021,460862,249,249,NA,8
2021,460871,715,715,NA,4
2021,460914,364,364,NA,35
2021,460932,44,44,NA,37
2021,460969,238,238,NA,32
2021,460978,281,281,NA,79
2021,460987,111,111,NA,36
2021,460996,161,161,NA,20
2021,461014,1199,1199,NA,220
2021,461023,581,506,75,43
2021,461032,162,132,30,1
2021,461087,1039,1039,NA,44
2021,461111,35,35,NA,12
2021,461120,70,NA,70,NA
2021,461139,72,NA,72,NA
2021,461148,1261,967,294,233
2021,461175,237,237,NA,35
2021,461193,281,281,NA,74
2021,461218,676,676,NA,69
2021,461245,103,103,NA,32
2021,461254,26,26,NA,4
2021,461263,124,124,NA,9
2021,461272,71,71,NA,5
2021,461281,111,99,12,NA
2021,461306,101,101,NA,3
2021,461315,79,79,NA,9
2021,461324,774,774,NA,NA
2021,461333,6,6,NA,NA
2021,461342,147,147,NA,56
2021,461379,34,34,NA,3
2021,461388,58,58,NA,19
2021,461412,120,120,NA,NA
2021,461421,233,233,NA,37
2021,461430,681,681,NA,NA
2021,461485,142,NA,142,NA
2021,461494,187,187,NA,23
2021,461500,12,12,NA,2
2021,461528,235,184,51,7
2021,461537,39,39,NA,9
2021,461555,105,105,NA,20
2021,461573,100,100,NA,56
2021,461582,162,162,NA,24
2021,461591,141,141,NA,14
2021,461607,76,76,NA,6
2021,461625,21,21,NA,5
2021,461643,32,20,12,NA
2021,461652,71,71,NA,18
2021,461689,385,385,NA,66
2021,461704,170,170,NA,97
2021,461713,52,52,NA,8
2021,461722,50,50,NA,45
2021,461740,40,40,NA,6
2021,461759,163,163,NA,18
2021,461768,235,235,NA,49
2021,461786,27,27,NA,27
2021,461795,821,396,425,89
2021,461810,19,19,NA,13
2021,461829,79,79,NA,51
2021,461838,241,241,NA,50
2021,461847,66,66,NA,15
2021,461856,185,185,NA,127
2021,461865,33,33,NA,30
2021,461874,87,87,NA,39
2021,461883,143,57,86,4
2021,461892,110,110,NA,39
2021,461908,107,107,NA,29
2021,461917,192,192,NA,18
2021,461926,156,156,NA,75
2021,461944,64,64,NA,13
2021,461953,56,56,NA,3
2021,461962,197,197,NA,133
2021,461999,148,148,NA,78
2021,462008,293,293,NA,9
2021,462017,127,127,NA,47
2021,462035,427,427,NA,76
2021,462044,95,NA,95,NA
2021,462053,91,91,NA,16
2021,462062,114,114,NA,14
2021,462071,148,148,NA,13
2021,462336,87,87,NA,8
2021,462345,19,19,NA,6
2021,462354,292,292,NA,105
2021,463056,1548,1548,NA,544
2021,464226,909,830,79,238
2021,466921,409,409,NA,3
2021,466930,1923,1923,NA,6
2021,467094,146,146,NA,23
2021,467368,128,128,NA,NA
2021,467863,206,206,NA,17
2021,467872,233,233,NA,14
2021,467906,124,124,NA,5
2021,468246,139,139,NA,31
2021,468255,25,25,NA,2
2021,468291,75,75,NA,15
2021,468769,132,132,NA,41
2021,468848,840,840,NA,174
2021,468893,126,126,NA,10
2021,468909,1048,1048,NA,192
2021,468963,257,257,NA,210
2021,469416,282,282,NA,17
2021,469610,27,27,NA,14
2021,469629,143,143,NA,46
2021,469911,54,54,NA,43
2021,469957,121,121,NA,9
2021,470038,1199,1199,NA,238
2021,470047,41,41,NA,1
2021,470296,19,19,NA,12
2021,470393,123,123,NA,10
2021,474863,2009,1738,271,20
2021,474915,491,491,NA,162
2021,474924,203,203,NA,20
2021,475015,163,163,NA,45
2021,475024,266,266,NA,63
2021,475033,3201,170,3031,NA
2021,475060,249,249,NA,35
2021,475121,6724,4751,1973,238
2021,475176,601,601,NA,51
2021,475200,227,227,NA,NA
2021,475228,70,NA,70,NA
2021,475273,529,355,174,NA
2021,475282,81,81,NA,5
2021,475325,211,211,NA,200
2021,475398,173,82,91,NA
2021,475404,119,119,NA,17
2021,475413,65,65,NA,29
2021,475422,106,106,NA,NA
2021,475431,60,60,NA,26
2021,475468,282,282,NA,3
2021,475477,183,183,NA,3
2021,475486,329,329,NA,59
2021,475495,1265,NA,1265,NA
2021,475547,125,125,NA,21
2021,475556,164,164,NA,10
2021,475565,867,867,NA,437
2021,475574,43,43,NA,1
2021,475608,181,137,44,11
2021,475635,20,20,NA,NA
2021,475653,32,32,NA,16
2021,475662,41,41,NA,3
2021,475705,20,20,NA,NA
2021,475714,452,452,NA,92
2021,475723,492,492,NA,82
2021,475732,1372,1372,NA,5
2021,475741,244,244,NA,1
2021,475839,263,263,NA,17
2021,476063,257,257,NA,101
2021,476179,160,160,NA,53
2021,476230,33,33,NA,18
2021,476294,150,150,NA,NA
2021,476355,46,46,NA,NA
2021,476489,78,78,NA,15
2021,476498,150,150,NA,34
2021,476513,59,59,NA,9
2021,476540,145,145,NA,1
2021,476559,152,152,NA,NA
2021,476568,14,14,NA,13
2021,476595,78,78,NA,44
2021,476601,81,81,NA,30
2021,476610,47,47,NA,3
2021,476629,151,151,NA,25
2021,476683,329,329,NA,20
2021,476692,36,36,NA,17
2021,476708,145,145,NA,7
2021,476717,576,576,NA,153
2021,476726,610,610,NA,82
2021,476735,48,48,NA,12
2021,476753,217,217,NA,12
2021,476780,61,61,NA,5
2021,476799,399,399,NA,44
2021,476805,54,54,NA,7
2021,476814,588,588,NA,NA
2021,476841,247,247,NA,11
2021,476850,61,61,NA,17
2021,476869,119,119,NA,76
2021,476878,69,69,NA,9
2021,476887,617,617,NA,518
2021,476896,76,76,NA,22
2021,476902,88,88,NA,2
2021,476939,690,690,NA,140
2021,476948,385,385,NA,86
2021,476957,11,11,NA,7
2021,476966,139,139,NA,41
2021,476975,10844,6897,3947,18
2021,476984,185,185,NA,16
2021,476993,218,218,NA,64
2021,477002,56,56,NA,21
2021,477039,1329,1022,307,2
2021,478582,153,153,NA,48
2021,478591,159,159,NA,80
2021,478616,114,114,NA,33
2021,478917,55,55,NA,29
2021,478953,200,200,NA,39
2021,479062,66,66,NA,15
2021,479424,309,309,NA,44
2021,479965,195,195,NA,1
2021,479974,108,108,NA,18
2021,479983,101,101,NA,15
2021,479992,24,24,NA,NA
2021,480000,54,54,NA,9
2021,480019,800,800,NA,487
2021,480028,136,136,NA,28
2021,480037,1701,1701,NA,385
2021,480073,359,335,24,11
2021,480091,8749,8749,NA,645
2021,480125,391,391,NA,95
2021,480161,11,11,NA,1
2021,480198,382,251,131,2
2021,480204,466,466,NA,46
2021,480310,82,82,NA,27
2021,480347,36,36,NA,3
2021,480471,686,686,NA,151
2021,480523,112,112,NA,62
2021,480532,28,28,NA,11
2021,480550,51,51,NA,28
2021,480569,1461,938,523,36
2021,480657,695,679,16,20
2021,480693,62,62,NA,21
2021,480727,30,30,NA,28
2021,480781,202,91,111,13
2021,480790,1456,NA,1456,NA
2021,480824,506,506,NA,173
2021,480833,784,784,NA,252
2021,480842,23,23,NA,10
2021,480851,142,142,NA,26
2021,480879,40,40,NA,7
2021,480888,139,139,NA,38
2021,480903,502,502,NA,184
2021,480912,7,7,NA,1
2021,480921,84,84,NA,8
2021,480930,117,117,NA,6
2021,480967,205,205,NA,42
2021,480976,59,59,NA,10
2021,480985,258,252,6,5
2021,480994,100,100,NA,11
2021,481003,139,139,NA,73
2021,481021,51,51,NA,32
2021,481030,27,NA,27,NA
2021,481049,26,26,NA,NA
2021,481058,315,68,247,4
2021,481085,137,137,NA,NA
2021,481094,197,NA,197,NA
2021,481100,106,106,NA,19
2021,481128,115,115,NA,16
2021,481137,89,89,NA,35
2021,481146,179,179,NA,68
2021,481155,218,218,NA,22
2021,481182,36,36,NA,36
2021,481191,206,206,NA,70
2021,481207,125,125,NA,51
2021,481225,17,17,NA,2
2021,481243,270,270,NA,16
2021,481252,60,60,NA,1
2021,481289,76,76,NA,1
2021,481298,44,44,NA,7
2021,481313,80,80,NA,31
2021,481322,52,52,NA,10
2021,481331,93,93,NA,36
2021,481340,46,46,NA,33
2021,481368,51,51,NA,2
2021,481386,308,308,NA,NA
2021,481401,669,212,457,5
2021,481410,77,77,NA,24
2021,481429,158,158,NA,56
2021,481438,69,69,NA,26
2021,481447,31,31,NA,15
2021,481456,17,17,NA,NA
2021,481465,52,52,NA,7
2021,481474,148,148,NA,1
2021,481483,164,164,NA,31
2021,481508,38,38,NA,13
2021,481517,90,90,NA,3
2021,481526,167,167,NA,21
2021,481535,31,NA,31,NA
2021,481571,3,3,NA,2
2021,481678,68,68,NA,25
2021,481720,43,38,5,1
2021,481739,69,69,NA,24
2021,481748,127,127,NA,39
2021,481775,198,198,NA,28
2021,481845,78,78,NA,24
2021,481863,79,79,NA,31
2021,481890,94,94,NA,60
2021,481906,71,71,NA,39
2021,481960,62,62,NA,54
2021,482015,938,938,NA,619
2021,482060,254,254,NA,238
2021,482097,385,385,NA,81
2021,482149,8961,5487,3474,1018
2021,482158,7843,7457,386,867
2021,482167,202,202,NA,40
2021,482176,259,259,NA,34
2021,482185,89,89,NA,54
2021,482194,103,103,NA,74
2021,482200,74,74,NA,21
2021,482228,186,141,45,5
2021,482246,20,20,NA,16
2021,482255,286,286,NA,35
2021,482291,1204,1204,NA,236
2021,482413,1030,781,249,33
2021,482422,128,103,25,2
2021,482431,1662,1462,200,61
2021,482440,52,51,1,NA
2021,482459,506,460,46,21
2021,482468,993,927,66,31
2021,482477,22994,19866,3128,934
2021,482538,27,23,4,1
2021,482547,30,29,1,1
2021,482556,127,116,11,7
2021,482565,29,21,8,1
2021,482574,404,387,17,14
2021,482608,153,71,82,2
2021,482617,19,16,3,NA
2021,482635,229,174,55,6
2021,482653,139,88,51,1
2021,482680,18972,18143,829,3759
2021,482699,1771,1771,NA,411
2021,482705,10918,4795,6123,NA
2021,482936,1562,1478,84,496
2021,482963,341,341,NA,52
2021,482981,169,169,NA,22
2021,482990,348,348,NA,61
2021,483009,253,253,NA,251
2021,483018,133,133,NA,30
2021,483036,2219,1774,445,11
2021,483045,9614,9614,NA,270
2021,483054,98,98,NA,13
2021,483106,184,184,NA,19
2021,483124,57848,42709,15139,NA
2021,483212,3956,3956,NA,465
2021,483230,189,189,NA,25
2021,483258,28,28,NA,2
2021,483276,59,59,NA,20
2021,483328,126,126,NA,6
2021,483337,184,184,NA,12
2021,483346,53,53,NA,11
2021,483355,147,147,NA,11
2021,483364,112,112,NA,10
2021,483373,113,113,NA,7
2021,483382,204,204,NA,108
2021,483425,34,34,NA,6
2021,483443,385,385,NA,65
2021,483470,20,20,NA,10
2021,483504,330,330,NA,74
2021,483513,50,50,NA,17
2021,483559,53,53,NA,15
2021,483577,33,33,NA,2
2021,483595,5150,2961,2189,349
2021,483647,34,34,NA,5
2021,483708,279,279,NA,65
2021,483726,28,28,NA,2
2021,483735,67,67,NA,16
2021,483744,56,56,NA,5
2021,483753,36,36,NA,7
2021,483780,365,95,270,18
2021,483799,59,59,NA,16
2021,483814,518,518,NA,26
2021,483823,675,675,NA,117
2021,483841,25,25,NA,23
2021,483850,7,7,NA,4
2021,483869,81,81,NA,66
2021,483878,198,198,NA,66
2021,483887,49,49,NA,5
2021,483896,244,244,NA,13
2021,483911,22,22,NA,13
2021,483920,201,201,NA,108
2021,483948,65,65,NA,13
2021,483957,55,55,NA,18
2021,483975,731,NA,731,NA
2021,484002,1352,1352,NA,269
2021,484011,118,118,NA,14
2021,484020,53,53,NA,20
2021,484039,152,152,NA,37
2021,484048,13,13,NA,4
2021,484057,238,238,NA,27
2021,484066,218,218,NA,57
2021,484075,44,44,NA,29
2021,484084,77,77,NA,10
2021,484093,152,152,NA,5
2021,484109,111,111,NA,17
2021,484127,109,109,NA,35
2021,484136,10,10,NA,8
2021,484163,181,181,NA,82
2021,484172,16,16,NA,10
2021,484190,32,32,NA,18
2021,484206,237,237,NA,55
2021,484233,213,213,NA,NA
2021,484330,40,40,NA,15
2021,484349,91,91,NA,54
2021,484358,53,53,NA,28
2021,484367,212,212,NA,70
2021,484376,322,322,NA,88
2021,484394,205,205,NA,15
2021,484473,5168,5168,NA,979
2021,484604,476,476,NA,88
2021,484613,85362,66597,18765,1874
2021,484631,1591,1158,433,NA
2021,484710,80,76,4,NA
2021,484756,134,126,8,NA
2021,484826,44,44,NA,2
2021,484835,84,84,NA,4
2021,484844,636,604,32,185
2021,484862,251,1,250,NA
2021,484871,114,114,NA,31
2021,484899,212,212,NA,90
2021,484905,4120,3368,752,291
2021,484923,45,45,NA,11
2021,484932,1573,1573,NA,266
2021,484950,105,105,NA,25
2021,484996,161,161,NA,88
2021,485014,85,85,NA,29
2021,485032,206,206,NA,21
2021,485111,7014,7014,NA,782
2021,485139,262,262,NA,65
2021,485166,122,122,NA,7
2021,485236,99,99,NA,5
2021,485272,1123,1123,NA,8
2021,485306,16,16,NA,7
2021,485342,345,345,NA,44
2021,485360,22,22,NA,5
2021,485379,278,278,NA,116
2021,485388,355,355,NA,123
2021,485397,142,142,NA,46
2021,485403,102,NA,102,NA
2021,485412,96,96,NA,20
2021,485458,4021,4021,NA,61
2021,485476,82,82,NA,15
2021,485485,147,147,NA,61
2021,485494,90,90,NA,56
2021,485500,253,253,NA,6
2021,485519,390,390,NA,5
2021,485546,446,133,313,NA
2021,485564,316,316,NA,6
2021,485573,202,202,NA,21
2021,485591,40,40,NA,10
2021,485607,32,32,NA,11
2021,485698,121,121,NA,58
2021,485704,5,5,NA,NA
2021,485768,858,375,483,139
2021,485801,84,84,NA,43
2021,485856,41,41,NA,NA
2021,485874,167,167,NA,23
2021,485926,216,216,NA,61
2021,485953,59,59,NA,57
2021,485962,37,37,NA,3
2021,485999,96,96,NA,24
2021,486017,32,32,NA,4
2021,486026,111,111,NA,19
2021,486053,205,123,82,22
2021,486080,12,NA,12,NA
2021,486105,7,7,NA,6
2021,486123,26,26,NA,4
2021,486141,12,12,NA,NA
2021,486150,145,145,NA,43
2021,486169,65,65,NA,32
2021,486196,184,184,NA,75
2021,486202,30,30,NA,5
2021,486239,211,124,87,6
2021,486248,118,118,NA,61
2021,486257,308,308,NA,37
2021,486284,328,284,44,64
2021,486309,4,4,NA,3
2021,486345,175,175,NA,28
2021,486354,47,45,2,11
2021,486372,107,107,NA,8
2021,486381,208,208,NA,57
2021,486390,89,89,NA,60
2021,486406,17,17,NA,8
2021,486415,261,261,NA,62
2021,486424,142,142,NA,34
2021,486433,152,NA,152,NA
2021,486442,48,48,NA,4
2021,486460,24,NA,24,NA
2021,486488,23,23,NA,2
2021,486497,42,42,NA,3
2021,486503,53,53,NA,16
2021,486512,304,304,NA,94
2021,486530,158,158,NA,19
2021,486558,265,265,NA,38
2021,486567,232,232,NA,39
2021,486576,126,126,NA,91
2021,486594,33,33,NA,6
2021,486619,135,135,NA,1
2021,486691,97,97,NA,28
2021,486707,84,84,NA,39
2021,486716,92,92,NA,42
2021,486752,96,96,NA,33
2021,486770,123,123,NA,32
2021,486798,1273,1273,NA,513
2021,486813,542,542,NA,160
2021,486822,821,821,NA,168
2021,486840,42899,38891,4008,8011
2021,486859,33,33,NA,9
2021,486868,8,8,NA,7
2021,486877,8,8,NA,5
2021,486886,30,30,NA,12
2021,486901,1162,789,373,176
2021,486938,543,543,NA,1
2021,486947,549,549,NA,1
2021,486956,1219,1219,NA,5
2021,486965,231,231,NA,73
2021,486983,61,61,NA,20
2021,487010,3235,264,2971,NA
2021,487047,56,56,NA,29
2021,487065,77,77,NA,17
2021,487083,29,29,NA,4
2021,487092,1067,1067,NA,593
2021,487153,45,NA,45,NA
2021,487162,4246,4246,NA,130
2021,487232,119,119,NA,46
2021,487302,561,561,NA,45
2021,487311,348,348,NA,138
2021,487320,10107,10107,NA,1779
2021,487348,111,111,NA,5
2021,487375,938,938,NA,20
2021,487384,608,608,NA,116
2021,487393,722,722,NA,123
2021,487409,668,668,NA,114
2021,487418,814,814,NA,169
2021,487427,571,571,NA,175
2021,487436,575,575,NA,167
2021,487445,587,587,NA,108
2021,487454,619,619,NA,143
2021,487472,659,659,NA,148
2021,487481,1441,1441,NA,353
2021,487490,1109,1109,NA,307
2021,487506,85,85,NA,21
2021,487524,3311,2588,723,584
2021,487533,121,121,NA,10
2021,487588,362,362,NA,135
2021,487597,1340,1340,NA,494
2021,487603,1323,1136,187,62
2021,487621,18,18,NA,1
2021,487649,215,NA,215,NA
2021,487658,90,90,NA,27
2021,487676,197,197,NA,11
2021,487746,28,28,NA,2
2021,487773,44,44,NA,6
2021,487791,505,505,NA,67
2021,487807,56,56,NA,10
2021,487816,16,16,NA,3
2021,487852,13,13,NA,NA
2021,487861,329,329,NA,59
2021,487889,65,65,NA,59
2021,487898,16,16,NA,11
2021,487904,25,25,NA,12
2021,487922,65,65,NA,7
2021,487959,48,48,NA,2
2021,487968,55,55,NA,35
2021,487977,2061,2061,NA,207
2021,487995,142,48,94,NA
2021,488004,20,20,NA,NA
2021,488013,83,83,NA,18
2021,488022,72,72,NA,3
2021,488031,208,63,145,3
2021,488059,175,175,NA,5
2021,488068,104,74,30,1
2021,488077,3009,3009,NA,675
2021,488101,113,113,NA,33
2021,488110,39,39,NA,11
2021,488129,25,25,NA,NA
2021,488138,41,41,NA,7
2021,488147,71,71,NA,28
2021,488174,28,28,NA,1
2021,488183,19,19,NA,3
2021,488192,75,75,NA,NA
2021,488217,175,175,NA,29
2021,488226,19,19,NA,NA
2021,488253,83,83,NA,16
2021,488262,25,25,NA,12
2021,488271,95,95,NA,49
2021,488280,34,34,NA,6
2021,488299,74,74,NA,20
2021,488305,112,112,NA,17
2021,488314,54,54,NA,11
2021,488332,197,197,NA,1
2021,488350,99,99,NA,44
2021,488369,51,51,NA,6
2021,488378,83,83,NA,62
2021,488387,325,NA,325,NA
2021,488396,37,37,NA,3
2021,488411,124,124,NA,35
2021,488420,145,145,NA,NA
2021,488439,104,104,NA,32
2021,488448,124,86,38,14
2021,488527,718,NA,718,NA
2021,488554,636,NA,636,NA
2021,488563,10,10,NA,10
2021,488572,282,NA,282,NA
2021,488590,13,13,NA,5
2021,488651,181,181,NA,83
2021,488679,10008,5701,4307,611
2021,488730,6704,6704,NA,530
2021,488749,131,131,NA,68
2021,488776,205,124,81,4
2021,488785,267,245,22,39
2021,488800,943,694,249,NA
2021,488828,11,11,NA,NA
2021,488837,170,170,NA,121
2021,488846,39048,28597,10451,1437
2021,488891,293,293,NA,67
2021,488907,40,NA,40,NA
2021,488916,30,30,NA,19
2021,488934,3980,3980,NA,138
2021,488952,60,60,NA,32
2021,488961,58,58,NA,29
2021,488970,63,63,NA,15
2021,488989,160,160,NA,20
2021,488998,123,123,NA,22
2021,489122,28,28,NA,12
2021,489131,45,45,NA,15
2021,489140,63,63,NA,12
2021,489159,170,170,NA,20
2021,489201,7768,7768,NA,593
2021,489238,131,131,NA,28
2021,489247,55,55,NA,4
2021,489256,217,217,NA,206
2021,489283,609,609,NA,200
2021,489335,36,NA,36,NA
2021,489344,251,251,NA,1
2021,489353,437,437,NA,2
2021,489371,199,199,NA,127
2021,489779,43458,32477,10981,10
2021,489812,50,50,NA,19
2021,489830,67,67,NA,10
2021,489858,617,NA,617,NA
2021,489937,988,477,511,90
2021,490018,18,18,NA,1
2021,490045,193,41,152,4
2021,490054,238,238,NA,59
2021,490063,352,88,264,28
2021,490081,150,43,107,2
2021,490090,49,49,NA,7
2021,490106,374,NA,374,NA
2021,490115,38,38,NA,5
2021,490124,8,8,NA,3
2021,490133,4123,1300,2823,401
2021,490142,28,28,NA,NA
2021,490151,89,89,NA,35
2021,490160,101,101,NA,6
2021,490197,48,48,NA,3
2021,490203,129,129,NA,1
2021,490212,21,21,NA,NA
2021,490221,26,26,NA,11
2021,490230,257,235,22,38
2021,490249,25,25,NA,9
2021,490258,120,120,NA,64
2021,490267,9,9,NA,1
2021,490276,119,119,NA,27
2021,490285,618,618,NA,118
2021,490294,152,152,NA,107
2021,490300,86,86,NA,12
2021,490319,18,18,NA,11
2021,490328,67,67,NA,NA
2021,490337,106,106,NA,4
2021,490346,57,57,NA,53
2021,490373,348,NA,348,NA
2021,490382,38,38,NA,16
2021,490391,68,68,NA,28
2021,490407,125,125,NA,25
2021,490416,20,20,NA,7
2021,490425,185,185,NA,57
2021,490434,37,37,NA,17
2021,490443,107,107,NA,1
2021,490452,58,58,NA,8
2021,490461,104,104,NA,75
2021,490470,26,26,NA,14
2021,490489,45,45,NA,5
2021,490498,34,34,NA,4
2021,490504,46,46,NA,9
2021,490513,37,37,NA,14
2021,490522,29,29,NA,9
2021,490531,32,32,NA,8
2021,490540,23,23,NA,7
2021,490559,455,455,NA,305
2021,490601,645,NA,645,NA
2021,490674,5,5,NA,4
2021,490692,55,55,NA,4
2021,490717,80,80,NA,21
2021,490735,144,144,NA,74
2021,490744,25,25,NA,4
2021,490753,28,2,26,NA
2021,490805,8794,8044,750,1040
2021,490814,91,91,NA,41
2021,490832,293,293,NA,60
2021,490841,263,263,NA,112
2021,490869,411,411,NA,63
2021,490878,430,430,NA,51
2021,490896,159,159,NA,27
2021,490948,10,10,NA,4
2021,490975,379,379,NA,14
2021,491057,208,208,NA,20
2021,491066,70,70,NA,11
2021,491075,15,15,NA,12
2021,491084,59,59,NA,44
2021,491136,70,70,NA,24
2021,491145,102,102,NA,38
2021,491181,525,525,NA,91
2021,491190,126,2,124,NA
2021,491215,52,52,NA,20
2021,491224,96,96,NA,NA
2021,491233,32,32,NA,3
2021,491242,61,61,NA,21
2021,491251,103,103,NA,18
2021,491260,41,41,NA,14
2021,491288,630,630,NA,2
2021,491297,131,131,NA,NA
2021,491394,90,90,NA,18
2021,491446,161,161,NA,121
2021,491464,125,125,NA,81
2021,491473,526,526,NA,3
2021,491507,66,66,NA,2
2021,491525,77,77,NA,18
2021,491534,17,17,NA,NA
2021,491543,104,104,NA,13
2021,491552,22,22,NA,20
2021,491570,32,32,NA,31
2021,491589,31,31,NA,1
2021,491598,33,33,NA,11
2021,491613,74,74,NA,19
2021,491622,85,85,NA,25
2021,491631,189,189,NA,52
2021,491640,169,169,NA,40
2021,491659,81,81,NA,24
2021,491668,164,164,NA,22
2021,491677,34,34,NA,17
2021,491686,37,37,NA,5
2021,491695,48,48,NA,8
2021,491701,56,56,NA,NA
2021,491710,63,63,NA,11
2021,491729,26,26,NA,5
2021,491738,56,56,NA,9
2021,491747,19,19,NA,14
2021,491756,101,101,NA,21
2021,491765,98,98,NA,27
2021,491774,137,137,NA,15
2021,491783,68,68,NA,23
2021,491792,108,108,NA,40
2021,491808,167,NA,167,NA
2021,491817,225,225,NA,123
2021,491826,92,92,NA,11
2021,491835,90,90,NA,45
2021,491844,152,152,NA,52
2021,491853,47,47,NA,5
2021,491871,17,17,NA,6
2021,491880,95,95,NA,11
2021,491899,92,92,NA,2
2021,491905,118,118,NA,48
2021,491914,167,167,NA,25
2021,491923,289,289,NA,155
2021,491932,33,33,NA,23
2021,491941,130,130,NA,30
2021,491950,879,879,NA,1
2021,491969,21,21,NA,5
2021,491978,45,45,NA,5
2021,491996,45,45,NA,25
2021,492005,70,70,NA,29
2021,492032,32,32,NA,NA
2021,492069,95,95,NA,15
2021,492078,127,127,NA,NA
2021,492096,9,9,NA,4
