"UNITID","YEAR","Total Students"
490346,"2022",57
490373,"2024",361
490373,"2023",350
490373,"2022",356
490382,"2024",216
490382,"2023",172
490382,"2022",93
490391,"2024",188
490391,"2023",196
490391,"2022",145
490407,"2024",104
490407,"2023",114
490407,"2022",202
490416,"2024",43
490416,"2023",37
490416,"2022",41
490425,"2024",237
490425,"2023",259
490425,"2022",318
490434,"2024",58
490434,"2023",49
490434,"2022",49
490443,"2024",207
490443,"2023",160
490443,"2022",178
490452,"2023",64
490452,"2022",68
490461,"2023",114
490461,"2022",160
490470,"2024",29
490470,"2023",28
490470,"2022",36
490489,"2024",68
490489,"2023",59
490489,"2022",56
490498,"2024",50
490498,"2023",51
490498,"2022",42
490504,"2024",54
490504,"2023",56
490504,"2022",54
490513,"2024",53
490513,"2023",47
490513,"2022",69
490522,"2024",40
490522,"2023",36
490522,"2022",51
490531,"2024",64
490531,"2023",65
490531,"2022",55
490559,"2022",670
490601,"2022",645
490674,"2024",7
490674,"2023",9
490674,"2022",10
490692,"2024",69
490692,"2023",71
490692,"2022",71
490717,"2024",153
490717,"2023",125
490717,"2022",125
490735,"2024",146
490735,"2023",187
490735,"2022",223
490744,"2024",36
490744,"2023",47
490744,"2022",53
490753,"2024",38
490753,"2023",42
490753,"2022",35
490805,"2024",10043
490805,"2023",10438
490805,"2022",10399
490814,"2024",218
490814,"2023",165
490814,"2022",198
490832,"2024",757
490832,"2023",428
490832,"2022",380
490841,"2024",525
490841,"2023",478
490841,"2022",513
490869,"2024",444
490869,"2023",484
490869,"2022",574
490878,"2024",656
490878,"2023",620
490878,"2022",634
490896,"2024",311
490896,"2023",255
490896,"2022",332
490948,"2024",57
490948,"2023",17
490948,"2022",28
490975,"2024",480
490975,"2023",481
490975,"2022",501
491057,"2024",516
491057,"2023",424
491057,"2022",294
491066,"2024",112
491066,"2023",115
491066,"2022",128
491075,"2024",124
491075,"2023",120
491075,"2022",85
491084,"2024",221
491084,"2023",271
491084,"2022",268
491136,"2024",178
491136,"2023",169
491136,"2022",136
491145,"2024",221
491145,"2023",177
491145,"2022",167
491181,"2024",514
491181,"2023",576
491181,"2022",669
491190,"2024",155
491190,"2023",157
491190,"2022",147
491215,"2024",93
491215,"2023",115
491215,"2022",112
491224,"2024",167
491224,"2023",155
491224,"2022",161
491233,"2024",54
491233,"2023",54
491233,"2022",56
491242,"2024",108
491242,"2023",106
491242,"2022",112
491251,"2024",130
491251,"2023",109
491251,"2022",142
491260,"2024",128
491260,"2023",131
491260,"2022",69
491288,"2024",928
491288,"2023",954
491288,"2022",970
491297,"2024",219
491297,"2023",207
491297,"2022",196
491394,"2024",348
491394,"2023",228
491394,"2022",231
491446,"2024",143
491446,"2023",160
491446,"2022",161
491464,"2024",226
491464,"2023",269
491464,"2022",170
491473,"2024",960
491473,"2023",920
491473,"2022",713
491507,"2024",70
491507,"2023",80
491507,"2022",104
491525,"2024",175
491525,"2023",117
491525,"2022",95
491534,"2024",25
491534,"2023",21
491534,"2022",28
491543,"2024",131
491543,"2023",152
491543,"2022",180
491552,"2024",109
491552,"2023",52
491552,"2022",49
491570,"2024",71
491570,"2023",55
491570,"2022",45
491589,"2024",54
491589,"2023",40
491589,"2022",38
491598,"2024",35
491598,"2023",34
491598,"2022",44
491613,"2024",75
491613,"2023",77
491613,"2022",92
491622,"2024",85
491622,"2023",88
491622,"2022",93
491631,"2024",224
491631,"2023",203
491631,"2022",224
491640,"2024",196
491640,"2023",191
491640,"2022",178
491659,"2024",334
491659,"2023",330
491659,"2022",154
491668,"2024",408
491668,"2023",413
491668,"2022",441
491677,"2024",98
491677,"2023",81
491677,"2022",62
491686,"2024",80
491686,"2023",38
491686,"2022",60
491695,"2024",72
491695,"2023",83
491695,"2022",71
491701,"2024",78
491701,"2023",76
491701,"2022",66
491710,"2024",87
491710,"2023",74
491710,"2022",118
491729,"2023",35
491729,"2022",40
491738,"2024",108
491738,"2023",107
491738,"2022",110
491747,"2024",56
491747,"2023",40
491747,"2022",44
491756,"2024",341
491756,"2023",227
491756,"2022",192
491765,"2024",97
491765,"2023",101
491765,"2022",102
491774,"2024",238
491774,"2023",193
491774,"2022",197
491783,"2024",180
491783,"2023",129
491783,"2022",96
491792,"2024",133
491792,"2023",166
491792,"2022",167
491808,"2024",312
491808,"2023",261
491808,"2022",234
491817,"2024",190
491817,"2023",207
491817,"2022",229
491826,"2024",172
491826,"2023",174
491826,"2022",206
491835,"2024",163
491835,"2023",162
491835,"2022",154
491844,"2024",366
491844,"2023",266
491844,"2022",172
491853,"2024",75
491853,"2023",81
491853,"2022",84
491871,"2024",13
491871,"2023",19
491871,"2022",29
491880,"2024",214
491880,"2023",208
491880,"2022",179
491899,"2024",173
491899,"2023",166
491899,"2022",158
491905,"2024",179
491905,"2023",156
491905,"2022",202
491914,"2024",194
491914,"2023",193
491914,"2022",184
491923,"2024",544
491923,"2023",628
491923,"2022",535
491932,"2023",42
491932,"2022",42
491941,"2024",274
491941,"2023",238
491941,"2022",210
491950,"2024",1174
491950,"2023",1480
491950,"2022",3279
491978,"2024",119
491978,"2023",82
491978,"2022",77
491996,"2024",114
491996,"2023",93
491996,"2022",78
492005,"2024",107
492005,"2023",98
492005,"2022",85
492023,"2024",248
492023,"2023",266
492023,"2022",338
492069,"2024",151
492069,"2023",115
492069,"2022",99
492078,"2024",203
492078,"2023",264
492078,"2022",224
492087,"2023",10
492096,"2024",10
492096,"2023",10
492096,"2022",11
492139,"2024",400
492139,"2023",522
492139,"2022",349
492148,"2024",24
492148,"2023",16
492148,"2022",20
492209,"2024",38
492209,"2023",41
492209,"2022",52
492281,"2024",53
492281,"2023",57
492281,"2022",40
492306,"2023",322
492306,"2022",390
492315,"2023",142
492315,"2022",198
492324,"2023",343
492324,"2022",552
492360,"2024",33
492360,"2023",85
492360,"2022",80
492421,"2024",27
492421,"2023",27
492421,"2022",18
492449,"2024",1009
492449,"2023",960
492449,"2022",939
492476,"2024",528
492476,"2023",373
492476,"2022",271
492607,"2024",239
492607,"2023",167
492607,"2022",132
492643,"2023",172
492643,"2022",180
492652,"2024",63
492652,"2023",43
492652,"2022",71
492661,"2024",457
492661,"2023",467
492661,"2022",505
492689,"2024",1083
492689,"2023",1004
492689,"2022",954
492704,"2024",238
492704,"2023",221
492704,"2022",171
492722,"2024",631
492722,"2023",571
492722,"2022",618
492731,"2024",283
492731,"2023",258
492731,"2022",307
492759,"2024",774
492759,"2023",600
492759,"2022",491
492801,"2024",981
492801,"2023",1129
492801,"2022",1278
492935,"2024",541
492935,"2023",468
492935,"2022",232
492953,"2024",136
492953,"2023",154
492953,"2022",162
492962,"2024",4076
492962,"2023",3999
492962,"2022",3971
493071,"2024",990
493071,"2023",754
493071,"2022",824
493080,"2024",793
493080,"2023",639
493080,"2022",583
493132,"2024",1570
493132,"2023",1431
493132,"2022",1413
493150,"2024",275
493150,"2023",303
493150,"2022",262
493363,"2024",145
493363,"2023",140
493363,"2022",132
493372,"2023",17
493372,"2022",28
493451,"2024",137
493451,"2023",142
493451,"2022",152
493479,"2024",28
493479,"2023",28
493479,"2022",28
493488,"2024",138
493488,"2023",77
493488,"2022",42
493503,"2022",47
493512,"2024",233
493512,"2023",222
493512,"2022",279
493521,"2024",134
493521,"2023",83
493521,"2022",105
493530,"2023",71
493530,"2022",65
493549,"2024",261
493549,"2023",267
493549,"2022",228
493558,"2023",30
493558,"2022",22
493567,"2024",103
493567,"2023",103
493567,"2022",145
493576,"2023",22
493576,"2022",18
493585,"2024",75
493585,"2023",76
493585,"2022",78
493594,"2024",62
493594,"2023",47
493594,"2022",45
493600,"2024",170
493600,"2023",178
493600,"2022",177
493619,"2024",28
493619,"2023",30
493619,"2022",38
493628,"2024",206
493628,"2023",310
493628,"2022",283
493637,"2024",74
493637,"2023",70
493637,"2022",64
493646,"2024",243
493646,"2023",246
493646,"2022",229
493655,"2023",42
493655,"2022",34
493664,"2024",82
493664,"2023",78
493664,"2022",117
493673,"2024",208
493673,"2023",193
493673,"2022",177
493682,"2024",213
493682,"2023",93
493682,"2022",137
493691,"2024",57
493691,"2023",56
493691,"2022",54
493707,"2024",94
493707,"2023",102
493707,"2022",101
493716,"2024",72
493716,"2023",72
493716,"2022",84
493734,"2022",27
493743,"2024",429
493743,"2023",400
493743,"2022",381
493752,"2024",6
493752,"2023",5
493752,"2022",28
493761,"2024",239
493761,"2023",179
493761,"2022",183
493770,"2024",42
493770,"2023",54
493770,"2022",36
493798,"2024",111
493798,"2023",115
493798,"2022",114
493804,"2024",171
493804,"2023",189
493804,"2022",134
493813,"2024",395
493813,"2023",269
493813,"2022",246
493822,"2024",520
493822,"2023",403
493822,"2022",291
493831,"2024",46
493831,"2023",66
493831,"2022",56
493868,"2024",89
493868,"2023",74
493868,"2022",127
493895,"2024",2631
493895,"2023",1913
493895,"2022",1499
493910,"2024",66
493910,"2023",48
493910,"2022",27
493947,"2024",628
493947,"2023",633
493947,"2022",629
493956,"2024",45
493956,"2023",42
493974,"2024",90
493974,"2023",125
493992,"2024",305
493992,"2023",476
493992,"2022",527
494001,"2023",150
494001,"2022",159
494010,"2024",131
494010,"2023",108
494010,"2022",94
494029,"2024",34
494029,"2023",34
494029,"2022",28
494162,"2024",607
494162,"2023",453
494162,"2022",324
494232,"2024",229
494232,"2023",185
494232,"2022",172
494250,"2024",1426
494250,"2023",1196
494250,"2022",726
494278,"2024",571
494278,"2023",457
494278,"2022",368
494287,"2024",850
494287,"2023",726
494287,"2022",544
494357,"2024",1949
494357,"2023",1760
494357,"2022",1656
494436,"2024",487
494436,"2023",452
494436,"2022",437
494463,"2024",285
494463,"2023",290
494463,"2022",331
494472,"2024",20
494472,"2023",19
494472,"2022",27
494524,"2024",239
494524,"2023",199
494524,"2022",208
494542,"2024",61
494542,"2023",84
494551,"2024",25
494551,"2023",50
494551,"2022",45
494588,"2024",691
494588,"2023",610
494588,"2022",595
494597,"2024",172
494597,"2023",150
494597,"2022",124
494603,"2024",3622
494603,"2023",3613
494603,"2022",3403
494621,"2024",299
494621,"2023",253
494621,"2022",184
494630,"2024",47
494630,"2023",51
494630,"2022",45
494649,"2024",92
494649,"2023",57
494649,"2022",54
494658,"2024",89
494658,"2023",111
494658,"2022",81
494685,"2024",569
494685,"2023",536
494685,"2022",492
494694,"2024",168
494694,"2023",136
494694,"2022",139
494700,"2024",66
494700,"2023",60
494700,"2022",77
494719,"2024",237
494719,"2023",122
494719,"2022",70
494728,"2024",74
494728,"2023",86
494728,"2022",79
494737,"2024",211
494737,"2023",185
494737,"2022",175
494746,"2024",871
494746,"2023",721
494746,"2022",502
494755,"2024",91
494755,"2023",90
494755,"2022",102
494764,"2024",419
494764,"2023",327
494764,"2022",346
494807,"2024",700
494807,"2023",692
494807,"2022",669
494843,"2024",956
494843,"2023",906
494843,"2022",993
494852,"2024",1473
494852,"2023",1173
494852,"2022",1108
494898,"2024",93
494898,"2023",139
494898,"2022",167
494904,"2024",605
494904,"2023",355
494904,"2022",318
494959,"2024",166
494959,"2023",102
494959,"2022",111
494977,"2022",72
494986,"2024",48
494986,"2023",55
494986,"2022",56
494995,"2024",56
494995,"2023",68
494995,"2022",63
495013,"2024",382
495013,"2023",328
495013,"2022",293
495031,"2024",94
495031,"2023",94
495031,"2022",112
495040,"2024",118
495040,"2023",101
495040,"2022",108
495059,"2024",69
495059,"2023",47
495059,"2022",50
495077,"2024",170
495077,"2023",160
495077,"2022",62
495101,"2024",88
495101,"2023",96
495101,"2022",84
495110,"2024",46
495110,"2023",40
495110,"2022",35
495129,"2024",334
495129,"2023",294
495129,"2022",156
495138,"2024",27
495138,"2023",26
495138,"2022",32
495147,"2024",142
495147,"2023",92
495147,"2022",32
495165,"2023",140
495165,"2022",53
495174,"2024",52
495174,"2023",59
495174,"2022",49
495183,"2024",180
495183,"2023",183
495183,"2022",199
495192,"2024",1035
495192,"2023",795
495192,"2022",606
495208,"2024",33
495208,"2023",36
495208,"2022",32
495217,"2024",58
495217,"2023",53
495217,"2022",55
495226,"2024",23
495226,"2023",11
495226,"2022",9
495235,"2024",36
495235,"2023",35
495235,"2022",30
495244,"2024",103
495244,"2023",62
495244,"2022",60
495253,"2024",65
495253,"2023",71
495253,"2022",48
495262,"2024",93
495262,"2023",94
495262,"2022",70
495271,"2024",217
495271,"2023",154
495271,"2022",86
495280,"2024",41
495280,"2023",36
495280,"2022",33
495299,"2024",201
495299,"2023",135
495299,"2022",90
495305,"2024",197
495305,"2023",171
495305,"2022",140
495314,"2024",570
495314,"2023",494
495314,"2022",407
495341,"2024",78
495341,"2023",73
495341,"2022",68
495350,"2024",8
495350,"2023",32
495350,"2022",48
495369,"2024",123
495369,"2023",109
495369,"2022",112
495378,"2024",158
495378,"2023",137
495378,"2022",115
495387,"2024",59
495387,"2023",66
495387,"2022",58
495396,"2022",28
495411,"2024",213
495411,"2023",132
495411,"2022",152
495420,"2024",421
495420,"2023",431
495420,"2022",356
495439,"2024",531
495439,"2023",460
495439,"2022",375
495448,"2024",729
495448,"2023",656
495448,"2022",618
495457,"2024",1439
495457,"2023",1112
495457,"2022",716
495518,"2024",149
495518,"2023",132
495518,"2022",131
495730,"2024",156
495730,"2023",146
495730,"2022",125
495776,"2024",56
495776,"2023",49
495776,"2022",67
495794,"2024",410
495794,"2023",417
495794,"2022",391
495837,"2024",423
495837,"2023",632
495837,"2022",458
495916,"2024",145
495916,"2023",31
495916,"2022",10
495925,"2023",82
495925,"2022",116
495934,"2024",128
495934,"2023",131
495934,"2022",138
495943,"2023",20
495943,"2022",59
495952,"2024",427
495952,"2023",256
495952,"2022",203
495961,"2024",223
495961,"2023",182
495961,"2022",189
495970,"2024",537
495970,"2023",502
495970,"2022",508
495998,"2024",146
495998,"2023",124
495998,"2022",127
496043,"2024",564
496043,"2023",536
496043,"2022",474
496052,"2024",37
496052,"2023",30
496052,"2022",41
496061,"2024",449
496061,"2022",623
496186,"2023",1792
496186,"2022",288
496265,"2024",89
496265,"2023",96
496265,"2022",91
496283,"2024",356
496283,"2023",297
496283,"2022",211
496326,"2024",741
496326,"2023",559
496326,"2022",334
496371,"2024",28
496371,"2023",21
496371,"2022",19
496399,"2024",69
496399,"2023",60
496399,"2022",44
496405,"2024",45
496423,"2024",35
496423,"2023",14
496469,"2024",217
496469,"2023",204
496469,"2022",194
496478,"2024",109
496478,"2023",109
496478,"2022",94
496511,"2022",21
496520,"2024",138
496520,"2023",102
496520,"2022",80
496539,"2024",131
496539,"2023",118
496539,"2022",105
496575,"2024",121
496575,"2023",90
496593,"2022",398
496618,"2024",284
496618,"2023",214
496618,"2022",169
496627,"2024",1021
496627,"2023",1274
496627,"2022",1495
496636,"2024",334
496636,"2023",343
496636,"2022",164
496645,"2024",331
496645,"2023",358
496645,"2022",280
496654,"2024",79
496654,"2023",126
496654,"2022",66
496663,"2024",131
496663,"2023",55
496663,"2022",49
496672,"2024",51
496672,"2023",62
496672,"2022",51
496681,"2024",142
496681,"2023",142
496681,"2022",168
496690,"2024",64
496690,"2023",60
496690,"2022",66
496706,"2024",378
496706,"2023",449
496706,"2022",530
496715,"2024",206
496715,"2023",147
496715,"2022",152
496724,"2024",31
496724,"2023",42
496724,"2022",35
496733,"2024",161
496733,"2023",157
496733,"2022",147
496751,"2024",297
496751,"2023",245
496751,"2022",97
496803,"2024",30
496803,"2023",18
496894,"2024",44
496894,"2023",45
496894,"2022",32
496919,"2024",1302
496919,"2023",1550
496919,"2022",1657
496955,"2024",1070
496955,"2023",1144
496955,"2022",837
496964,"2024",27
496964,"2023",37
496964,"2022",25
496973,"2024",491
496973,"2023",351
496973,"2022",165
496991,"2024",920
496991,"2023",623
496991,"2022",383
497000,"2024",155
497000,"2023",349
497000,"2022",480
497037,"2024",1536
497037,"2023",1161
497037,"2022",885
497046,"2024",10714
497046,"2023",9266
497046,"2022",8507
497073,"2024",863
497073,"2023",711
497073,"2022",843
497107,"2024",562
497107,"2023",519
497107,"2022",241
497116,"2024",1323
497116,"2023",950
497116,"2022",342
497125,"2024",1108
497125,"2023",654
497125,"2022",152
497161,"2024",400
497161,"2023",371
497161,"2022",307
497189,"2024",82
497189,"2023",55
497189,"2022",36
497198,"2024",389
497198,"2023",336
497198,"2022",431
497204,"2024",120
497204,"2023",178
497204,"2022",97
497213,"2024",50
497213,"2023",43
497213,"2022",32
497222,"2024",73
497222,"2023",74
497222,"2022",47
497268,"2024",399
497268,"2023",351
497268,"2022",260
497277,"2024",991
497277,"2023",927
497277,"2022",861
497286,"2024",1439
497286,"2023",811
497286,"2022",145
497301,"2024",522
497301,"2023",643
497301,"2022",483
497310,"2024",342
497310,"2023",251
497310,"2022",191
497329,"2024",627
497329,"2023",480
497329,"2022",245
497338,"2024",657
497338,"2023",398
497338,"2022",151
497356,"2024",74
497356,"2023",60
497356,"2022",32
497365,"2024",56
497365,"2023",47
497365,"2022",32
497374,"2024",280
497374,"2023",147
497374,"2022",72
497383,"2024",61
497383,"2023",53
497383,"2022",57
497392,"2024",160
497392,"2023",145
497392,"2022",100
497408,"2024",179
497408,"2023",64
497408,"2022",57
497417,"2024",62
497417,"2023",28
497417,"2022",16
497426,"2024",267
497426,"2023",218
497426,"2022",168
497435,"2024",111
497435,"2023",119
497435,"2022",111
497444,"2024",31
497444,"2023",37
497444,"2022",42
497453,"2024",11
497453,"2023",9
497453,"2022",10
497462,"2024",157
497462,"2023",317
497462,"2022",361
497471,"2024",18
497471,"2023",14
497471,"2022",11
497480,"2024",1768
497480,"2023",1189
497480,"2022",679
497499,"2024",49
497499,"2023",28
497499,"2022",23
497657,"2024",57
497657,"2023",87
497666,"2022",33
497675,"2024",42
497675,"2023",50
497675,"2022",33
497684,"2024",102
497684,"2023",78
497684,"2022",108
497693,"2024",227
497693,"2023",91
497718,"2024",95
497718,"2023",91
497718,"2022",86
497736,"2024",121
497736,"2023",108
497736,"2022",75
497745,"2024",439
497745,"2023",266
497745,"2022",74
497790,"2022",7
497824,"2024",349
